ID,id,name,type,kegg,formula,super_class,class,sub_class,family,description,importance,odor_info,source
VOL_00083,Pyrazine,Pyrazine,metabolite,,C4H4N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,吡嗪，最简单的吡嗪类化合物，由两个氨基乙醛缩合生成，具有坚果香和烤香。,中 - 烟草烤香的基础成分,坚果香、烤香、甜香,Flavor_database
VOL_00084,2-Methylpyrazine,2-Methylpyrazine,metabolite,,C5H6N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-甲基吡嗪，由苏氨酸和糖的美拉德反应生成，具有坚果香和烤香。,高 - 烟草坚果香和烤香的贡献者,坚果香、烤香、可可香,Flavor_database
VOL_00085,"2,3-Dimethylpyrazine","2,3-Dimethylpyrazine",metabolite,,C6H8N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,3-二甲基吡嗪，由苏氨酸和丙氨酸的美拉德反应生成，具有坚果香和烤香。",高 - 烟草坚果香和烤香的贡献者,坚果香、烤香、土香,Flavor_database
VOL_00086,"2,5-Dimethylpyrazine","2,5-Dimethylpyrazine",metabolite,,C6H8N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,5-二甲基吡嗪，由苏氨酸自缩合或与丙氨酸反应生成，具有坚果香和烤香。",高 - 烟草坚果香和烤香的核心成分,坚果香、烤香、可可香、土豆香,Flavor_database
VOL_00087,"2,6-Dimethylpyrazine","2,6-Dimethylpyrazine",metabolite,,C6H8N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,6-二甲基吡嗪，2,5-二甲基吡嗉的异构体。",中高 - 增强烟草坚果香,坚果香、烤香、咖啡香,Flavor_database
VOL_00088,"2,3,5-Trimethylpyrazine","2,3,5-Trimethylpyrazine",metabolite,,C7H10N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,3,5-三甲基吡嗪，由苏氨酸、丙氨酸和缬氨酸的美拉德反应生成，具有坚果香和烤香。",高 - 烟草坚果香和烤香的重要贡献者,坚果香、烤香、土豆香、土香,Flavor_database
VOL_00089,"2,3,5,6-Tetramethylpyrazine","2,3,5,6-Tetramethylpyrazine",metabolite,,C8H12N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,3,5,6-四甲基吡嗪(川芎嗪)，由丙酮醛和氨基乙醛缩合或微生物发酵生成，具有坚果香和烤香。",高 - 烟草坚果香和烤香的贡献者,坚果香、烤香、发酵香,Flavor_database
VOL_00090,"2-Ethyl-3,5-dimethylpyrazine","2-Ethyl-3,5-dimethylpyrazine",metabolite,,C8H12N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2-乙基-3,5-二甲基吡嗪，由苏氨酸、丙氨酸和异亮氨酸的美拉德反应生成。",极高 - 香气阈值极低，对烤香贡献大,坚果香、烤香、土香、咖啡香,Flavor_database
VOL_00091,"2-Ethyl-3,6-dimethylpyrazine","2-Ethyl-3,6-dimethylpyrazine",metabolite,,C8H12N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2-乙基-3,6-二甲基吡嗪，2-乙基-3,5-二甲基吡嗪的异构体。",极高 - 香气阈值极低,坚果香、烤香、咖啡香,Flavor_database
VOL_00092,2-Ethyl-5-methylpyrazine,2-Ethyl-5-methylpyrazine,metabolite,,C7H10N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-乙基-5-甲基吡嗪。,中高 - 增强烟草烤香,坚果香、烤香,Flavor_database
VOL_00093,2-Ethyl-6-methylpyrazine,2-Ethyl-6-methylpyrazine,metabolite,,C7H10N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-乙基-6-甲基吡嗪。,中高 - 增强烟草烤香,坚果香、烤香,Flavor_database
VOL_00094,2-Ethylpyrazine,2-Ethylpyrazine,metabolite,,C6H8N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-乙基吡嗪。,中 - 增强烟草烤香,坚果香、烤香、甜香,Flavor_database
VOL_00095,Acetylpyrazine,Acetylpyrazine,metabolite,,C6H6N2O,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,乙酰吡嗪，吡嗪的乙酰衍生物，具有坚果香和爆米花香。,中高 - 增强烟草爆米花香,坚果香、爆米花香、烤香,Flavor_database
VOL_00096,"2,3-Diethylpyrazine","2,3-Diethylpyrazine",metabolite,,C8H12N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,3-二乙基吡嗪。",高 - 香气阈值低,坚果香、烤香、土香,Flavor_database
VOL_00097,"2,3-Diethyl-5-methylpyrazine","2,3-Diethyl-5-methylpyrazine",metabolite,,C9H14N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,3-二乙基-5-甲基吡嗪，香气阈值极低。",极高 - 香气阈值极低,坚果香、烤香、咖啡香,Flavor_database
VOL_00098,"2,5-Diethylpyrazine","2,5-Diethylpyrazine",metabolite,,C8H12N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,5-二乙基吡嗪。",中高 - 增强烟草烤香,坚果香、烤香,Flavor_database
VOL_00099,"2,3,5-Trimethyl-6-ethylpyrazine","2,3,5-Trimethyl-6-ethylpyrazine",metabolite,,C9H14N2,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,"2,3,5-三甲基-6-乙基吡嗪。",中高 - 增强烟草烤香,坚果香、烤香、土香,Flavor_database
VOL_00100,Methoxypyrazine,Methoxypyrazine,metabolite,,C5H6N2O,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,甲氧基吡嗪，具有青椒样香气。,极高 - 香气阈值极低,青椒香、土香、青草香,Flavor_database
VOL_00101,2-Methoxy-3-isopropylpyrazine,2-Methoxy-3-isopropylpyrazine,metabolite,,C8H12N2O,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-甲氧基-3-异丙基吡嗪，具有极强的青椒香。,极高 - 香气阈值极低(0.002 ng/L),青椒香、土豆香、土香,Flavor_database
VOL_00102,2-Methoxy-3-isobutylpyrazine,2-Methoxy-3-isobutylpyrazine,metabolite,,C9H14N2O,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-甲氧基-3-异丁基吡嗪，具有极强的青椒香(铃兰香)。,极高 - 香气阈值极低(0.002 ng/L),青椒香、铃兰香、土香,Flavor_database
VOL_00103,2-Methoxy-3-sec-butylpyrazine,2-Methoxy-3-sec-butylpyrazine,metabolite,,C9H14N2O,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-甲氧基-3-仲丁基吡嗪。,高 - 香气阈值极低,青椒香、土香,Flavor_database
VOL_00104,"4-Hydroxy-2,5-dimethyl-3(2H)-furanone (HDMF, Furaneol)","4-Hydroxy-2,5-dimethyl-3(2H)-furanone (HDMF, Furaneol)",metabolite,,C6H8O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,"4-羟基-2,5-二甲基-3(2H)-呋喃酮(呋喃酮)，由6-脱氧糖或鼠李糖代谢生成，具有草莓样甜香和焦糖香。",极高 - 烟草甜香和焦糖香的核心成分,草莓香、焦糖香、甜香、菠萝香,Flavor_database
VOL_00105,"4-Methoxy-2,5-dimethyl-3(2H)-furanone (DMMF)","4-Methoxy-2,5-dimethyl-3(2H)-furanone (DMMF)",metabolite,,C7H10O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,"4-甲氧基-2,5-二甲基-3(2H)-呋喃酮，HDMF的甲基化产物，具有更浓郁的甜香。",高 - 增强烟草甜香和果香,甜香、焦糖香、果香、茴香,Flavor_database
VOL_00106,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (Homofuraneol),2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (Homofuraneol),metabolite,,C7H10O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,2-乙基-4-羟基-5-甲基-3(2H)-呋喃酮(高呋喃酮)，HDMF的乙基同系物。,高 - 增强烟草甜香和焦糖香,甜香、焦糖香、枫糖香、果香,Flavor_database
VOL_00107,"2,5-Dimethyl-4-methoxy-3(2H)-furanone","2,5-Dimethyl-4-methoxy-3(2H)-furanone",metabolite,,C7H10O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,"2,5-二甲基-4-甲氧基-3(2H)-呋喃酮。",中高 - 增强烟草甜香,甜香、焦糖香、茴香,Flavor_database
VOL_00108,"Sotolone (3-Hydroxy-4,5-dimethyl-2(5H)-furanone)","Sotolone (3-Hydroxy-4,5-dimethyl-2(5H)-furanone)",metabolite,,C6H8O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,"Sotolone(3-羟基-4,5-二甲基-2(5H)-呋喃酮)，由α-酮丁酸缩合生成，具有极强的枫糖香。",极高 - 香气阈值极低，烟草甜香和枫糖香的贡献者,枫糖香、咖喱香、甜香,Flavor_database
VOL_00109,Maltol,Maltol,metabolite,C06174,C6H6O3,Maillard reaction product,Maillard reaction product (Pyranone),Maillard reaction product (Pyranone),Maillard reaction product,麦芽酚，由淀粉或糖类热降解或微生物发酵生成，具有甜香和焦糖香。,高 - 烟草甜香和焦糖香的贡献者,甜香、焦糖香、棉花糖香、果香,Flavor_database
VOL_00110,Ethylmaltol,Ethylmaltol,metabolite,,C7H8O3,Maillard reaction product,Maillard reaction product (Pyranone),Maillard reaction product (Pyranone),Maillard reaction product,乙基麦芽酚，麦芽酚的乙基同系物，甜香更强。,中高 - 增强烟草甜香,甜香、焦糖香、果香,Flavor_database
VOL_00111,Cyclotene (3-Methyl-2-cyclopenten-2-ol-1-one),Cyclotene (3-Methyl-2-cyclopenten-2-ol-1-one),metabolite,,C6H8O2,Maillard reaction product,Maillard reaction product (Cyclopentenone),Maillard reaction product (Cyclopentenone),Maillard reaction product,Cyclotene(3-甲基-2-环戊烯-2-醇-1-酮)，由糖类热降解生成，具有焦糖香和枫糖香。,高 - 烟草焦糖香和枫糖香的贡献者,焦糖香、枫糖香、甜香、烟熏香,Flavor_database
VOL_00112,3-Methyl-2-cyclopenten-2-ol-1-one,3-Methyl-2-cyclopenten-2-ol-1-one,metabolite,,C6H8O2,Maillard reaction product,Maillard reaction product (Cyclopentenone),Maillard reaction product (Cyclopentenone),Maillard reaction product,3-甲基-2-环戊烯-2-醇-1-酮，与Cyclotene结构相似。,高 - 烟草焦糖香的贡献者,焦糖香、甜香、烟熏香,Flavor_database
VOL_00113,2-Methyl-3-furanthiol,2-Methyl-3-furanthiol,metabolite,,C5H6OS,Maillard reaction product,Maillard reaction product (Furan thiol),Maillard reaction product (Furan thiol),Maillard reaction product,2-甲基-3-呋喃硫醇，由半胱氨酸-呋喃加合物降解或微生物转化生成，具有肉香和烤香。,极高 - 香气阈值极低，烟草肉香的贡献者,肉香、烤香、牛肉汤香,Flavor_database
VOL_00114,Methional (3-(Methylthio)propanal),Methional (3-(Methylthio)propanal),metabolite,,C4H8OS,Maillard reaction product,Maillard reaction product (Sulfur aldehyde),Maillard reaction product (Sulfur aldehyde),Maillard reaction product,甲硫醛，由蛋氨酸经转氨和脱羧生成，具有煮土豆香。,极高 - 香气阈值极低，烟草煮土豆香的贡献者,煮土豆香、番茄香、肉汤香,Flavor_database
VOL_00115,Methionol (3-(Methylthio)-1-propanol),Methionol (3-(Methylthio)-1-propanol),metabolite,,C4H10OS,Maillard reaction product,Maillard reaction product (Sulfur alcohol),Maillard reaction product (Sulfur alcohol),Maillard reaction product,甲硫醇，甲硫醛的还原产物，具有肉汤香和甜香。,高 - 烟草肉汤香的贡献者,肉汤香、甜香、土豆香,Flavor_database
VOL_00116,Phenylacetaldehyde,Phenylacetaldehyde,metabolite,C00538,C8H8O,Maillard reaction product,Maillard reaction product (Aromatic aldehyde),Maillard reaction product (Aromatic aldehyde),Maillard reaction product,苯乙醛，由苯丙氨酸经转氨和脱羧生成，具有蜂蜜香和花香。,极高 - 烟草蜂蜜香和花香的贡献者,蜂蜜香、花香、玫瑰香,Flavor_database
VOL_00117,3-Methylbutanal,3-Methylbutanal,metabolite,,C5H10O,Maillard reaction product,Maillard reaction product (Aldehyde),Maillard reaction product (Aldehyde),Maillard reaction product,3-甲基丁醛，由亮氨酸经转氨和脱羧生成，具有麦芽香和巧克力香。,极高 - 烟草麦芽香和巧克力香的贡献者,麦芽香、巧克力香、果香,Flavor_database
VOL_00118,2-Methylbutanal,2-Methylbutanal,metabolite,,C5H10O,Maillard reaction product,Maillard reaction product (Aldehyde),Maillard reaction product (Aldehyde),Maillard reaction product,2-甲基丁醛，由异亮氨酸经转氨和脱羧生成，具有麦芽香和果香。,高 - 烟草麦芽香的贡献者,麦芽香、果香、巧克力香,Flavor_database
VOL_00119,Phenylethanol (2-Phenylethanol),Phenylethanol (2-Phenylethanol),metabolite,,C8H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙醇，由苯丙氨酸经转氨、脱羧和还原生成，是烟草玫瑰花香的核心成分。,极高 - 烟草玫瑰花香的核心成分,玫瑰花香、甜香、蜂蜜香,Flavor_database
VOL_00120,Benzaldehyde,Benzaldehyde,metabolite,C00261,C7H6O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯甲醛，由苯丙氨酸经转氨和脱羧或扁桃酸途径生成，具有杏仁香。,高 - 烟草杏仁香的贡献者,杏仁香、樱桃香、甜香,Flavor_database
VOL_00121,Benzyl alcohol,Benzyl alcohol,metabolite,C00566,C7H8O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯甲醇，由苯甲醛还原或苯丙氨酸代谢生成，具有甜香和花香。,高 - 烟草甜香和花香的贡献者,甜香、花香、果香、轻微茉莉香,Flavor_database
VOL_00122,Methyl salicylate,Methyl salicylate,metabolite,,C8H8O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,水杨酸甲酯，由水杨酸甲基化生成，具有冬青油样香气。,高 - 烟草冬青油香的贡献者,冬青油香、甜香、薄荷凉感,Flavor_database
VOL_00123,Eugenol,Eugenol,metabolite,C03251,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,丁香酚，由苯丙氨酸经阿魏酸途径生成，具有丁香样辛香。,高 - 烟草丁香香的贡献者,丁香香、辛香、甜香、木香,Flavor_database
VOL_00124,Isoeugenol,Isoeugenol,metabolite,,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,异丁香酚，丁香酚的异构体，具有更柔和的丁香香。,中高 - 增强烟草丁香香,丁香香、辛香、花香、甜香,Flavor_database
VOL_00125,Vanillin,Vanillin,metabolite,C00755,C8H8O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,香兰素，由阿魏酸经侧链降解或微生物转化生成，具有香荚兰豆香。,极高 - 烟草香荚兰豆香的核心成分,香荚兰豆香、甜香、奶油香,Flavor_database
VOL_00126,Acetovanillone (Apocynin),Acetovanillone (Apocynin),metabolite,,C9H10O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,乙酰香草酮，由阿魏酸氧化降解生成，具有甜香和香荚兰豆香。,中高 - 增强烟草香荚兰豆香,甜香、香荚兰豆香、轻微辛香,Flavor_database
VOL_00127,4-Vinylguaiacol,4-Vinylguaiacol,metabolite,,C9H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙烯基愈创木酚，由阿魏酸脱羧生成，具有丁香香和辛香。,高 - 烟草丁香香的贡献者,丁香香、辛香、烟熏香、甜香,Flavor_database
VOL_00128,Guaiacol,Guaiacol,metabolite,C01489,C7H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,愈创木酚，由阿魏酸或芥子酸降解生成，具有烟熏香和辛香。,高 - 烟草烟熏香的贡献者,烟熏香、辛香、甜香、药香,Flavor_database
VOL_00129,4-Ethylguaiacol,4-Ethylguaiacol,metabolite,,C9H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙基愈创木酚，由4-乙烯基愈创木酚还原生成，具有烟熏香和丁香香。,高 - 烟草烟熏香和丁香香的贡献者,烟熏香、丁香香、辛香、甜香,Flavor_database
VOL_00130,4-Methylguaiacol (Creosol),4-Methylguaiacol (Creosol),metabolite,,C8H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-甲基愈创木酚，由阿魏酸脱羧和还原生成，具有烟熏香和甜香。,中高 - 增强烟草烟熏香,烟熏香、甜香、辛香,Flavor_database
VOL_00131,Cinnamaldehyde,Cinnamaldehyde,metabolite,,C9H8O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂醛，由苯丙氨酸经PAL和β-氧化生成，具有肉桂样辛香。,中高 - 烟草肉桂香的贡献者,肉桂香、辛香、甜香、木香,Flavor_database
VOL_00132,Cinnamyl alcohol,Cinnamyl alcohol,metabolite,,C9H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂醇，肉桂醛的还原产物，具有甜香和花香。,中 - 增强烟草甜香和花香,甜香、花香、肉桂香、树脂香,Flavor_database
VOL_00133,Methyl cinnamate,Methyl cinnamate,metabolite,,C10H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂酸甲酯，由肉桂酸甲基化生成，具有甜香和果香。,中 - 增强烟草甜香和果香,甜香、果香、草莓香、树脂香,Flavor_database
VOL_00134,Ethyl cinnamate,Ethyl cinnamate,metabolite,,C11H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂酸乙酯，由肉桂酸和乙醇酯化生成，具有甜香和果香。,中 - 增强烟草甜香和果香,甜香、果香、琥珀香、树脂香,Flavor_database
VOL_00135,2-Phenylethyl acetate,2-Phenylethyl acetate,metabolite,,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙醇乙酸酯，由苯乙醇和乙酰CoA酯化生成，具有玫瑰花香和果香。,高 - 烟草玫瑰花香的贡献者,玫瑰花香、果香、甜香、蜂蜜香,Flavor_database
VOL_00136,Benzyl acetate,Benzyl acetate,metabolite,,C9H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,乙酸苄酯，由苯甲醇和乙酰CoA酯化生成，具有茉莉花香和果香。,中高 - 增强烟草茉莉花香,茉莉花香、果香、甜香,Flavor_database
VOL_00137,4-Hydroxybenzaldehyde,4-Hydroxybenzaldehyde,metabolite,,C7H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对羟基苯甲醛，由酪氨酸代谢或对香豆酸降解生成，具有甜香和轻微杏仁香。,中高 - 烟草甜香的贡献者,甜香、轻微杏仁香、香荚兰豆香,Flavor_database
VOL_00138,Salicylaldehyde,Salicylaldehyde,metabolite,,C7H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,水杨醛，由邻羟基苯甲醇氧化或水杨酸还原生成，具有辛香和杏仁香。,中 - 增强烟草辛香,辛香、杏仁香、甜香,Flavor_database
VOL_00139,Phenol,Phenol,metabolite,,C6H6O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯酚，由苯甲酸脱羧或酪氨酸代谢生成，具有酚味和烟熏香。,中 - 烟草烟熏香的贡献者,酚味、烟熏香、药香,Flavor_database
VOL_00140,Cresol (p-Cresol),Cresol (p-Cresol),metabolite,,C7H8O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,甲酚(对甲酚)，由酪氨酸经4-羟基苯乙酸途径生成，具有酚味和烟熏香。,中 - 烟草烟熏香的贡献者,酚味、烟熏香、药香、皮革香,Flavor_database
VOL_00141,4-Ethylphenol,4-Ethylphenol,metabolite,,C8H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙基苯酚，由4-乙烯基苯酚还原生成，具有酚味和烟熏香。,中高 - 烟草烟熏香的贡献者,酚味、烟熏香、皮革香、药香,Flavor_database
VOL_00142,4-Vinylphenol,4-Vinylphenol,metabolite,,C8H8O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙烯基苯酚，由对香豆酸脱羧生成，具有酚味和烟熏香。,中高 - 烟草烟熏香的贡献者,酚味、烟熏香、药香,Flavor_database
VOL_00143,p-Coumaric acid,p-Coumaric acid,metabolite,,C9H8O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对香豆酸，由酪氨酸经TAL脱氨生成，是苯丙烷类代谢的重要中间体。,高 - 苯丙烷类代谢枢纽,微弱辛香、甜香,Flavor_database
VOL_00144,Ferulic acid,Ferulic acid,metabolite,C01494,C10H10O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,阿魏酸，由对香豆酸3-羟基化和甲基化生成，是木质素和香兰素的前体。,高 - 木质素和香兰素前体,微弱辛香、甜香,Flavor_database
VOL_00145,Sinapic acid,Sinapic acid,metabolite,,C11H12O5,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,芥子酸，由阿魏酸进一步羟基化和甲基化生成。,中高 - 木质素前体,微弱辛香,Flavor_database
VOL_00146,Caffeic acid,Caffeic acid,metabolite,C01197,C9H8O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,咖啡酸，由对香豆酸3-羟基化生成，是阿魏酸和木质素的前体。,中高 - 苯丙烷类代谢中间体,微弱辛香,Flavor_database
VOL_00147,Cinnamic acid,Cinnamic acid,metabolite,C00423,C9H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂酸，由苯丙氨酸经PAL脱氨生成，是苯丙烷类代谢的起始化合物。,高 - 苯丙烷类代谢枢纽,微弱辛香、甜香,Flavor_database
VOL_00148,p-Hydroxybenzyl alcohol,p-Hydroxybenzyl alcohol,metabolite,,C7H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对羟基苯甲醇，由对羟基苯甲醛还原生成。,中 - 香气前体,微弱甜香、花香,Flavor_database
VOL_00149,Syringaldehyde,Syringaldehyde,metabolite,,C9H10O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,丁香醛，由芥子酸β-氧化降解生成，具有甜香和香荚兰豆香。,中高 - 烟草甜香的贡献者,甜香、香荚兰豆香、辛香,Flavor_database
VOL_00150,Acetosyringone,Acetosyringone,metabolite,,C10H12O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,乙酰丁香酮，由芥子酸β-氧化降解生成，具有甜香和辛香。,中 - 增强烟草甜香,甜香、辛香、香荚兰豆香,Flavor_database
VOL_00151,Syringol,Syringol,metabolite,,C8H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"丁香酚(2,6-二甲氧基苯酚)，由芥子酸降解生成，具有烟熏香和辛香。",中 - 烟草烟熏香的贡献者,烟熏香、辛香、甜香,Flavor_database
VOL_00152,4-Methylsyringol,4-Methylsyringol,metabolite,,C9H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-甲基丁香酚，丁香酚的甲基衍生物。,中 - 增强烟草烟熏香,烟熏香、辛香、甜香,Flavor_database
VOL_00153,4-Ethylsyringol,4-Ethylsyringol,metabolite,,C10H14O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙基丁香酚，丁香酚的乙基衍生物。,中 - 增强烟草烟熏香,烟熏香、辛香、甜香,Flavor_database
VOL_00154,4-Vinylsyringol,4-Vinylsyringol,metabolite,,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙烯基丁香酚，由芥子酸脱羧生成。,中 - 香气前体,烟熏香、辛香,Flavor_database
VOL_00155,"Veratrole (1,2-Dimethoxybenzene)","Veratrole (1,2-Dimethoxybenzene)",metabolite,,C8H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"藜芦醚(1,2-二甲氧基苯)，由愈创木酚甲基化生成。",中 - 增强烟草甜香,甜香、烟熏香、辛香,Flavor_database
