ID,name,type,kegg,formula,super_class,class,sub_class,family,description,importance
METAB_00101,2-Methoxy-3-isopropylpyrazine,metabolite,,C8H12N2O,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-甲氧基-3-异丙基吡嗪，具有极强的青椒香。,极高 - 香气阈值极低(0.002 ng/L)
METAB_00102,2-Methoxy-3-isobutylpyrazine,metabolite,,C9H14N2O,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-甲氧基-3-异丁基吡嗪，具有极强的青椒香(铃兰香)。,极高 - 香气阈值极低(0.002 ng/L)
METAB_00103,2-Methoxy-3-sec-butylpyrazine,metabolite,,C9H14N2O,Maillard reaction product,Maillard reaction product (Pyrazine),Maillard reaction product (Pyrazine),Maillard reaction product,2-甲氧基-3-仲丁基吡嗪。,高 - 香气阈值极低
METAB_00104,"4-Hydroxy-2,5-dimethyl-3(2H)-furanone (HDMF, Furaneol)",metabolite,,C6H8O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,"4-羟基-2,5-二甲基-3(2H)-呋喃酮(呋喃酮)，由6-脱氧糖或鼠李糖代谢生成，具有草莓样甜香和焦糖香。",极高 - 烟草甜香和焦糖香的核心成分
METAB_00105,"4-Methoxy-2,5-dimethyl-3(2H)-furanone (DMMF)",metabolite,,C7H10O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,"4-甲氧基-2,5-二甲基-3(2H)-呋喃酮，HDMF的甲基化产物，具有更浓郁的甜香。",高 - 增强烟草甜香和果香
METAB_00106,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (Homofuraneol),metabolite,,C7H10O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,2-乙基-4-羟基-5-甲基-3(2H)-呋喃酮(高呋喃酮)，HDMF的乙基同系物。,高 - 增强烟草甜香和焦糖香
METAB_00107,"2,5-Dimethyl-4-methoxy-3(2H)-furanone",metabolite,,C7H10O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,"2,5-二甲基-4-甲氧基-3(2H)-呋喃酮。",中高 - 增强烟草甜香
METAB_00108,"Sotolone (3-Hydroxy-4,5-dimethyl-2(5H)-furanone)",metabolite,,C6H8O3,Maillard reaction product,Maillard reaction product (Furanone),Maillard reaction product (Furanone),Maillard reaction product,"Sotolone(3-羟基-4,5-二甲基-2(5H)-呋喃酮)，由α-酮丁酸缩合生成，具有极强的枫糖香。",极高 - 香气阈值极低，烟草甜香和枫糖香的贡献者
METAB_00109,Maltol,metabolite,C06174,C6H6O3,Maillard reaction product,Maillard reaction product (Pyranone),Maillard reaction product (Pyranone),Maillard reaction product,麦芽酚，由淀粉或糖类热降解或微生物发酵生成，具有甜香和焦糖香。,高 - 烟草甜香和焦糖香的贡献者
METAB_00110,Ethylmaltol,metabolite,,C7H8O3,Maillard reaction product,Maillard reaction product (Pyranone),Maillard reaction product (Pyranone),Maillard reaction product,乙基麦芽酚，麦芽酚的乙基同系物，甜香更强。,中高 - 增强烟草甜香
METAB_00111,Cyclotene (3-Methyl-2-cyclopenten-2-ol-1-one),metabolite,,C6H8O2,Maillard reaction product,Maillard reaction product (Cyclopentenone),Maillard reaction product (Cyclopentenone),Maillard reaction product,Cyclotene(3-甲基-2-环戊烯-2-醇-1-酮)，由糖类热降解生成，具有焦糖香和枫糖香。,高 - 烟草焦糖香和枫糖香的贡献者
METAB_00112,3-Methyl-2-cyclopenten-2-ol-1-one,metabolite,,C6H8O2,Maillard reaction product,Maillard reaction product (Cyclopentenone),Maillard reaction product (Cyclopentenone),Maillard reaction product,3-甲基-2-环戊烯-2-醇-1-酮，与Cyclotene结构相似。,高 - 烟草焦糖香的贡献者
METAB_00113,2-Methyl-3-furanthiol,metabolite,,C5H6OS,Maillard reaction product,Maillard reaction product (Furan thiol),Maillard reaction product (Furan thiol),Maillard reaction product,2-甲基-3-呋喃硫醇，由半胱氨酸-呋喃加合物降解或微生物转化生成，具有肉香和烤香。,极高 - 香气阈值极低，烟草肉香的贡献者
METAB_00114,Methional (3-(Methylthio)propanal),metabolite,,C4H8OS,Maillard reaction product,Maillard reaction product (Sulfur aldehyde),Maillard reaction product (Sulfur aldehyde),Maillard reaction product,甲硫醛，由蛋氨酸经转氨和脱羧生成，具有煮土豆香。,极高 - 香气阈值极低，烟草煮土豆香的贡献者
METAB_00115,Methionol (3-(Methylthio)-1-propanol),metabolite,,C4H10OS,Maillard reaction product,Maillard reaction product (Sulfur alcohol),Maillard reaction product (Sulfur alcohol),Maillard reaction product,甲硫醇，甲硫醛的还原产物，具有肉汤香和甜香。,高 - 烟草肉汤香的贡献者
METAB_00116,Phenylacetaldehyde,metabolite,C00538,C8H8O,Maillard reaction product,Maillard reaction product (Aromatic aldehyde),Maillard reaction product (Aromatic aldehyde),Maillard reaction product,苯乙醛，由苯丙氨酸经转氨和脱羧生成，具有蜂蜜香和花香。,极高 - 烟草蜂蜜香和花香的贡献者
METAB_00117,3-Methylbutanal,metabolite,,C5H10O,Maillard reaction product,Maillard reaction product (Aldehyde),Maillard reaction product (Aldehyde),Maillard reaction product,3-甲基丁醛，由亮氨酸经转氨和脱羧生成，具有麦芽香和巧克力香。,极高 - 烟草麦芽香和巧克力香的贡献者
METAB_00118,2-Methylbutanal,metabolite,,C5H10O,Maillard reaction product,Maillard reaction product (Aldehyde),Maillard reaction product (Aldehyde),Maillard reaction product,2-甲基丁醛，由异亮氨酸经转氨和脱羧生成，具有麦芽香和果香。,高 - 烟草麦芽香的贡献者
METAB_00119,Phenylethanol (2-Phenylethanol),metabolite,,C8H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙醇，由苯丙氨酸经转氨、脱羧和还原生成，是烟草玫瑰花香的核心成分。,极高 - 烟草玫瑰花香的核心成分
METAB_00120,Benzaldehyde,metabolite,C00261,C7H6O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯甲醛，由苯丙氨酸经转氨和脱羧或扁桃酸途径生成，具有杏仁香。,高 - 烟草杏仁香的贡献者
METAB_00121,Benzyl alcohol,metabolite,C00566,C7H8O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯甲醇，由苯甲醛还原或苯丙氨酸代谢生成，具有甜香和花香。,高 - 烟草甜香和花香的贡献者
METAB_00122,Methyl salicylate,metabolite,,C8H8O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,水杨酸甲酯，由水杨酸甲基化生成，具有冬青油样香气。,高 - 烟草冬青油香的贡献者
METAB_00123,Eugenol,metabolite,C03251,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,丁香酚，由苯丙氨酸经阿魏酸途径生成，具有丁香样辛香。,高 - 烟草丁香香的贡献者
METAB_00124,Isoeugenol,metabolite,,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,异丁香酚，丁香酚的异构体，具有更柔和的丁香香。,中高 - 增强烟草丁香香
METAB_00125,Vanillin,metabolite,C00755,C8H8O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,香兰素，由阿魏酸经侧链降解或微生物转化生成，具有香荚兰豆香。,极高 - 烟草香荚兰豆香的核心成分
METAB_00126,Acetovanillone (Apocynin),metabolite,,C9H10O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,乙酰香草酮，由阿魏酸氧化降解生成，具有甜香和香荚兰豆香。,中高 - 增强烟草香荚兰豆香
METAB_00127,4-Vinylguaiacol,metabolite,,C9H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙烯基愈创木酚，由阿魏酸脱羧生成，具有丁香香和辛香。,高 - 烟草丁香香的贡献者
METAB_00128,Guaiacol,metabolite,C01489,C7H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,愈创木酚，由阿魏酸或芥子酸降解生成，具有烟熏香和辛香。,高 - 烟草烟熏香的贡献者
METAB_00129,4-Ethylguaiacol,metabolite,,C9H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙基愈创木酚，由4-乙烯基愈创木酚还原生成，具有烟熏香和丁香香。,高 - 烟草烟熏香和丁香香的贡献者
METAB_00130,4-Methylguaiacol (Creosol),metabolite,,C8H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-甲基愈创木酚，由阿魏酸脱羧和还原生成，具有烟熏香和甜香。,中高 - 增强烟草烟熏香
METAB_00131,Cinnamaldehyde,metabolite,,C9H8O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂醛，由苯丙氨酸经PAL和β-氧化生成，具有肉桂样辛香。,中高 - 烟草肉桂香的贡献者
METAB_00132,Cinnamyl alcohol,metabolite,,C9H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂醇，肉桂醛的还原产物，具有甜香和花香。,中 - 增强烟草甜香和花香
METAB_00133,Methyl cinnamate,metabolite,,C10H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂酸甲酯，由肉桂酸甲基化生成，具有甜香和果香。,中 - 增强烟草甜香和果香
METAB_00134,Ethyl cinnamate,metabolite,,C11H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂酸乙酯，由肉桂酸和乙醇酯化生成，具有甜香和果香。,中 - 增强烟草甜香和果香
METAB_00135,2-Phenylethyl acetate,metabolite,,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙醇乙酸酯，由苯乙醇和乙酰CoA酯化生成，具有玫瑰花香和果香。,高 - 烟草玫瑰花香的贡献者
METAB_00136,Benzyl acetate,metabolite,,C9H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,乙酸苄酯，由苯甲醇和乙酰CoA酯化生成，具有茉莉花香和果香。,中高 - 增强烟草茉莉花香
METAB_00137,4-Hydroxybenzaldehyde,metabolite,,C7H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对羟基苯甲醛，由酪氨酸代谢或对香豆酸降解生成，具有甜香和轻微杏仁香。,中高 - 烟草甜香的贡献者
METAB_00138,Salicylaldehyde,metabolite,,C7H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,水杨醛，由邻羟基苯甲醇氧化或水杨酸还原生成，具有辛香和杏仁香。,中 - 增强烟草辛香
METAB_00139,Phenol,metabolite,,C6H6O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯酚，由苯甲酸脱羧或酪氨酸代谢生成，具有酚味和烟熏香。,中 - 烟草烟熏香的贡献者
METAB_00140,Cresol (p-Cresol),metabolite,,C7H8O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,甲酚(对甲酚)，由酪氨酸经4-羟基苯乙酸途径生成，具有酚味和烟熏香。,中 - 烟草烟熏香的贡献者
METAB_00141,4-Ethylphenol,metabolite,,C8H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙基苯酚，由4-乙烯基苯酚还原生成，具有酚味和烟熏香。,中高 - 烟草烟熏香的贡献者
METAB_00142,4-Vinylphenol,metabolite,,C8H8O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙烯基苯酚，由对香豆酸脱羧生成，具有酚味和烟熏香。,中高 - 烟草烟熏香的贡献者
METAB_00143,p-Coumaric acid,metabolite,,C9H8O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对香豆酸，由酪氨酸经TAL脱氨生成，是苯丙烷类代谢的重要中间体。,高 - 苯丙烷类代谢枢纽
METAB_00144,Ferulic acid,metabolite,C01494,C10H10O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,阿魏酸，由对香豆酸3-羟基化和甲基化生成，是木质素和香兰素的前体。,高 - 木质素和香兰素前体
METAB_00145,Sinapic acid,metabolite,,C11H12O5,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,芥子酸，由阿魏酸进一步羟基化和甲基化生成。,中高 - 木质素前体
METAB_00146,Caffeic acid,metabolite,C01197,C9H8O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,咖啡酸，由对香豆酸3-羟基化生成，是阿魏酸和木质素的前体。,中高 - 苯丙烷类代谢中间体
METAB_00147,Cinnamic acid,metabolite,C00423,C9H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,肉桂酸，由苯丙氨酸经PAL脱氨生成，是苯丙烷类代谢的起始化合物。,高 - 苯丙烷类代谢枢纽
METAB_00148,p-Hydroxybenzyl alcohol,metabolite,,C7H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对羟基苯甲醇，由对羟基苯甲醛还原生成。,中 - 香气前体
METAB_00149,Syringaldehyde,metabolite,,C9H10O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,丁香醛，由芥子酸β-氧化降解生成，具有甜香和香荚兰豆香。,中高 - 烟草甜香的贡献者
METAB_00150,Acetosyringone,metabolite,,C10H12O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,乙酰丁香酮，由芥子酸β-氧化降解生成，具有甜香和辛香。,中 - 增强烟草甜香
METAB_00151,Syringol,metabolite,,C8H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"丁香酚(2,6-二甲氧基苯酚)，由芥子酸降解生成，具有烟熏香和辛香。",中 - 烟草烟熏香的贡献者
METAB_00152,4-Methylsyringol,metabolite,,C9H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-甲基丁香酚，丁香酚的甲基衍生物。,中 - 增强烟草烟熏香
METAB_00153,4-Ethylsyringol,metabolite,,C10H14O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙基丁香酚，丁香酚的乙基衍生物。,中 - 增强烟草烟熏香
METAB_00154,4-Vinylsyringol,metabolite,,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,4-乙烯基丁香酚，由芥子酸脱羧生成。,中 - 香气前体
METAB_00155,"Veratrole (1,2-Dimethoxybenzene)",metabolite,,C8H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"藜芦醚(1,2-二甲氧基苯)，由愈创木酚甲基化生成。",中 - 增强烟草甜香
METAB_00156,Veratraldehyde,metabolite,,C9H10O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,藜芦醛，由香兰素甲基化生成，具有甜香和香荚兰豆香。,中 - 增强烟草香荚兰豆香
METAB_00157,Veratryl alcohol,metabolite,,C9H12O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,藜芦醇，藜芦醛的还原产物。,中 - 香气前体
METAB_00158,Homovanillic acid,metabolite,,C9H10O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,高香草酸，由阿魏酸β-氧化生成。,中 - 代谢中间体
METAB_00159,Protocatechuic acid,metabolite,,C7H6O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,原儿茶酸，由对香豆酸或咖啡酸降解生成。,中 - 代谢中间体
METAB_00160,Vanillic acid,metabolite,C06622,C8H8O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,香草酸，由阿魏酸β-氧化或香兰素氧化生成。,中高 - 香兰素代谢中间体
METAB_00161,Syringic acid,metabolite,,C9H10O5,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,丁香酸，由芥子酸β-氧化或丁香醛氧化生成。,中 - 代谢中间体
METAB_00162,Coniferyl aldehyde,metabolite,,C10H10O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,松柏醛，由阿魏酸还原或苯丙烷类代谢生成，是木质素和丁香酚的前体。,中高 - 木质素前体
METAB_00163,Coniferyl alcohol,metabolite,,C10H12O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,松柏醇，松柏醛的还原产物，是木质素单体(G单体)的前体。,中 - 木质素前体
METAB_00164,Sinapyl aldehyde,metabolite,,C11H12O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,芥子醛，由芥子酸还原生成，是木质素单体(S单体)的前体。,中 - 木质素前体
METAB_00165,Sinapyl alcohol,metabolite,,C11H14O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,芥子醇，芥子醛的还原产物，是木质素S单体。,中 - 木质素前体
METAB_00166,p-Coumaryl alcohol,metabolite,,C9H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对香豆醇，由对香豆醛还原生成，是木质素H单体。,中 - 木质素前体
METAB_00167,p-Coumaraldehyde,metabolite,,C9H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,对香豆醛，由对香豆酸还原生成。,中 - 木质素前体
METAB_00168,Methyl vanillate,metabolite,,C9H10O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,香草酸甲酯，由香草酸甲基化生成。,中 - 增强烟草甜香
METAB_00169,Methyl syringate,metabolite,,C10H12O5,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,丁香酸甲酯，由丁香酸甲基化生成。,中 - 增强烟草甜香
METAB_00170,Ethyl vanillate,metabolite,,C10H12O4,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,香草酸乙酯，由香草酸和乙醇酯化生成。,中 - 增强烟草甜香
METAB_00171,Benzyl benzoate,metabolite,,C14H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯甲酸苄酯，由苯甲醇和苯甲酸酯化生成。,中 - 增强烟草甜香和花香
METAB_00172,2-Phenylethyl benzoate,metabolite,,C15H14O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯甲酸苯乙酯。,中 - 增强烟草花香
METAB_00173,Phenylpropanal (3-Phenylpropanal),metabolite,,C9H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,3-苯丙醛(氢化肉桂醛)，由肉桂醛还原生成。,中 - 增强烟草甜香和花香
METAB_00174,3-Phenyl-1-propanol,metabolite,,C9H12O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,3-苯丙醇，由3-苯丙醛还原生成。,中 - 增强烟草甜香和花香
METAB_00175,Methyl phenylacetate,metabolite,,C9H10O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙酸甲酯，由苯乙酸甲基化生成，具有蜂蜜香和花香。,中 - 增强烟草蜂蜜香
METAB_00176,Ethyl phenylacetate,metabolite,,C10H12O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙酸乙酯，由苯乙酸和乙醇酯化生成，具有蜂蜜香和果香。,中高 - 增强烟草蜂蜜香和果香
METAB_00177,Phenylacetic acid,metabolite,,C8H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,苯乙酸，由苯乙醛氧化或苯丙氨酸代谢生成，具有蜂蜜香。,高 - 烟草蜂蜜香的贡献者
METAB_00178,2-Methoxyphenol (Guaiacol isomer),metabolite,,C7H8O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,2-甲氧基苯酚(愈创木酚)，由阿魏酸降解生成。,高 - 烟草烟熏香的贡献者
METAB_00179,"2,6-Dimethylphenol",metabolite,,C8H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"2,6-二甲基苯酚，由酪氨酸或苯丙氨酸代谢生成。",中 - 增强烟草烟熏香
METAB_00180,"2,4-Dimethylphenol",metabolite,,C8H10O,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"2,4-二甲基苯酚。",中 - 增强烟草烟熏香
METAB_00181,"2,6-Dimethoxyphenol",metabolite,,C8H10O3,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"2,6-二甲氧基苯酚(丁香酚)，由芥子酸降解生成。",中 - 增强烟草烟熏香
METAB_00182,"Catechol (1,2-Benzenediol)",metabolite,,C6H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"儿茶酚(1,2-苯二酚)，由原儿茶酸脱羧或酪氨酸代谢生成。",中 - 代谢中间体
METAB_00183,"Resorcinol (1,3-Benzenediol)",metabolite,,C6H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"间苯二酚(1,3-苯二酚)。",中 - 代谢中间体
METAB_00184,"Hydroquinone (1,4-Benzenediol)",metabolite,,C6H6O2,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,"对苯二酚(1,4-苯二酚)，由4-羟基苯甲酸脱羧生成。",中 - 代谢中间体
METAB_00185,Linalool,metabolite,C01583,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,芳樟醇，由GPP经单萜合酶催化生成，是烟草花香和甜香的核心成分。,极高 - 烟草花香和甜香的核心成分
METAB_00186,Linalool oxide (furanoid),metabolite,,C10H18O2,Terpenoid,Terpenoid (Monoterpenoid oxide),Terpenoid (Monoterpenoid oxide),Terpenoid,呋喃型芳樟醇氧化物，由芳樟醇环氧化和环化生成，具有木香和花香。,高 - 烟草木香和花香的贡献者
METAB_00187,Linalool oxide (pyranoid),metabolite,,C10H18O2,Terpenoid,Terpenoid (Monoterpenoid oxide),Terpenoid (Monoterpenoid oxide),Terpenoid,吡喃型芳樟醇氧化物，呋喃型氧化物的异构体。,高 - 烟草木香和花香的贡献者
METAB_00188,Geraniol,metabolite,C01500,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香叶醇，由GPP经香叶醇合酶催化生成，具有玫瑰花香和甜香。,高 - 烟草玫瑰花香的贡献者
METAB_00189,Nerol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,橙花醇，香叶醇的顺式异构体，具有玫瑰花香和甜香。,中高 - 增强烟草玫瑰花香
METAB_00190,Citronellol,metabolite,,C10H20O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,香茅醇，由香叶醇或橙花醇还原生成，具有玫瑰花香和甜香。,中高 - 增强烟草玫瑰花香
METAB_00191,α-Terpineol,metabolite,,C10H18O,Terpenoid,Terpenoid (Monoterpenoid),Terpenoid (Monoterpenoid),Terpenoid,α-松油醇，由芳樟醇环化或柠檬烯水合生成，具有松木香和花香。,中高 - 增强烟草松木香和花香
